ID,ID_DEPARTAMENTO,ACUMULADO_VENTAS,ID_OPERACION,ACUMULADO_GANANCIAS
1722,5,560.0,229,139.2
1723,11,60.0,229,46.0
1918,10,137.0,253,35.275
1919,7,2688.0,253,658.26
1920,9,1529.0,253,260.1401
1921,11,169.0,253,55.3
1923,8,20.0,253,5.26
1922,1,17.0,253,17.0
1924,12,52.0,253,15.23
1926,7,5996.0,254,1361.83
1724,8,276.0,229,72.0
1927,10,256.0,254,66.65
1908,5,1000.0,251,28.0
1928,9,1290.0,254,244.3005
1773,14,20.0,235,5.5
1929,5,101.0,254,28.147
1916,5,108.0,252,20.68
1725,6,481.0,230,198.38
1930,1,142.0,254,142.0
1931,6,634.0,254,158.75
1726,10,125.0,230,28.8816
1932,8,552.0,254,187.46
1727,9,294.0,230,50.55
1728,1,10.0,230,10.0
1933,11,59.0,254,24.03
1729,11,37.0,230,10.64
1934,12,80.0,254,24.6
1925,14,10.0,253,3.0
1935,14,20.0,254,5.5
1936,12,49.0,255,17.0578
1937,7,5392.0,255,1242.42
1938,11,268.0,255,91.54
1939,9,1843.0,255,298.6501
1940,1,14.0,255,14.0
1941,6,565.0,255,201.61
1943,8,1604.0,255,442.03
1944,14,10.0,255,4.93
1945,6,461.0,256,145.2
1942,10,269.0,255,57.53
1946,7,1090.0,256,279.49
1947,10,163.0,256,47.025
1774,6,472.0,236,164.51
1775,10,209.0,236,56.8616
1776,1,11.0,236,11.0
1948,12,14.0,256,4.75
1949,9,481.0,256,84.4302
1950,11,103.0,256,40.66
1951,1,3.0,256,3.0
1952,6,487.0,257,159.1621
1777,7,1756.0,236,366.48
1778,12,35.0,236,11.3
1953,8,184.0,257,48.0
1779,11,148.0,236,60.37
1954,7,1535.0,257,367.3
1955,9,864.0,257,147.8001
1780,9,197.0,236,32.98
1956,11,59.0,257,26.06
1957,10,110.0,257,26.8383
1958,12,48.0,257,13.43
1960,5,27.0,257,7.1669
1959,15,18.0,257,5.55
1961,1,1.0,257,1.0
1962,6,368.0,258,138.22
1963,7,2210.0,258,533.48
1964,9,944.0,258,163.0305
1965,11,154.0,258,61.92
1966,1,44.0,258,44.0
1967,10,162.0,258,40.205
1968,8,276.0,258,91.54
1970,7,1780.0,259,479.06
1971,12,25.0,259,7.47
1972,9,757.0,259,128.5002
1993,15,18.0,261,5.55
1973,10,230.0,259,60.8941
1974,6,540.0,259,172.95
1975,11,85.0,259,25.65
1969,12,17.0,258,3.72
1781,5,90.0,236,36.0
1782,8,23.0,236,6.0
1995,5,405.0,261,107.34
1986,11,121.0,261,41.39
1978,7,2491.0,260,559.22
1979,8,395.0,260,86.55
1980,6,728.0,260,222.12
1987,10,235.0,261,54.785
1988,6,912.0,261,220.65
1994,8,670.0,261,197.09
1989,12,53.0,261,14.31
1990,7,5725.0,261,1388.29
1981,11,489.0,260,169.26
1996,9,926.0,262,160.29
1997,5,132.0,262,31.3263
1982,1,9.0,260,9.0
1998,12,50.0,262,12.78
1999,10,40.0,262,12.1887
1991,9,1632.0,261,270.72
1992,1,40.0,261,40.0
2000,7,3330.0,262,768.95
1783,6,655.0,237,243.84
1784,12,31.0,237,9.3256
1785,7,1650.0,237,360.65
1983,10,286.0,260,70.66
1985,12,14.0,260,6.08
2006,10,166.0,263,34.0316
1786,10,295.0,237,72.33
1976,5,27.0,259,7.1669
1977,1,51.0,259,51.0
1787,11,187.0,237,64.61
2007,7,1120.0,263,267.87
1788,1,16.0,237,16.0
2001,14,10.0,262,4.93
2008,6,435.0,263,147.4
1789,8,46.0,237,12.0
1984,9,1013.0,260,174.2703
2002,6,557.0,262,185.7918
2018,11,138.0,264,40.23
2009,12,35.0,263,12.2
2010,9,702.0,263,122.32
2011,11,75.0,263,22.38
2019,1,1.0,264,1.0
2003,11,113.0,262,46.47
2004,8,38.0,262,10.76
2005,1,18.0,262,18.0
2013,10,157.0,264,27.5937
2014,6,552.0,264,230.7
1790,9,173.0,237,34.1601
2020,7,5770.0,265,989.88
2015,9,1407.0,264,254.9
2016,12,23.0,264,7.97
2021,11,117.0,265,34.14
2022,12,23.0,265,7.45
2023,10,179.0,265,46.9824
2024,6,593.0,265,182.48
2017,7,2900.0,264,688.78
2012,5,200.0,263,39.0
2025,8,195.0,265,54.49
2028,10,319.0,266,73.08
1791,14,40.0,237,9.5
2029,7,1753.0,266,372.23
2026,9,947.0,265,160.81
2030,6,590.0,266,162.15
2033,1,157.0,266,157.0
2034,8,138.0,266,36.0
2031,9,1522.0,266,278.55
2035,12,8.0,266,2.32
2032,11,139.0,266,39.46
2036,6,776.0,267,176.96
2037,11,94.0,267,24.02
2038,10,291.0,267,70.4941
2039,7,2469.0,267,527.93
2042,14,20.0,267,4.0
2040,9,1614.0,267,274.11
2041,12,36.0,267,13.2
2044,7,15240.0,268,2884.72
2045,10,370.0,268,86.125
2043,5,190.0,267,30.0
2046,6,439.0,268,177.71
2047,8,941.0,268,277.74
2048,9,3541.0,268,629.49
2049,12,50.0,268,14.03
2027,1,2.0,265,2.0
2050,5,434.0,268,93.587
1792,6,281.0,238,79.25
1793,7,1230.0,238,309.51
1794,12,64.0,238,16.6156
1795,10,199.0,238,50.0483
1796,9,1253.0,238,280.0701
2051,1,310.0,268,310.0
2052,11,168.0,268,39.21
2053,14,10.0,268,3.0
2054,6,251.0,270,97.88
2055,12,12.0,270,3.51
2056,10,415.0,270,104.5
2057,7,2707.0,270,566.08
2058,9,1775.0,270,269.66
2059,1,42.0,270,42.0
2060,11,116.0,270,26.14
2061,8,138.0,270,36.0
2062,5,315.0,270,81.0
2063,6,367.0,271,116.16
2064,7,968.0,271,228.98
2065,10,88.0,271,19.645
2066,12,11.0,271,3.92
2067,11,42.0,271,9.61
2068,9,984.0,271,166.87
2069,1,5.0,271,5.0
2070,10,175.0,272,47.0282
2071,11,161.0,272,54.46
2078,6,439.0,273,155.22
2072,7,1235.0,272,263.14
2073,9,795.0,272,130.91
2074,6,287.0,272,104.44
2095,7,8555.0,275,1900.44
2075,1,3.0,272,3.0
2079,10,170.0,273,46.8248
2076,12,10.0,272,3.62
2096,9,1989.0,275,364.53
2080,7,1355.0,273,352.37
2097,1,130.0,275,130.0
2077,8,100.0,272,35.01
2081,9,1417.0,273,241.96
2098,10,547.0,275,135.616
2100,8,671.0,275,218.51
2099,11,237.0,275,68.03
2082,5,27.0,273,7.1593
2105,15,24.0,275,7.4
2101,6,561.0,275,179.65
2104,14,20.0,275,5.5
2114,10,137.0,277,42.75
2111,8,165.0,276,27.02
2102,12,111.0,275,32.7658
2115,6,358.0,277,137.1018
2116,7,1310.0,277,327.78
2083,11,30.0,273,23.0
2106,9,789.0,276,153.55
2103,5,110.0,275,24.6463
2107,7,6646.0,276,1479.65
2108,11,139.0,276,44.31
2117,9,463.0,277,89.73
2118,11,104.0,277,33.03
2119,12,15.0,277,4.05
2112,12,16.0,276,4.33
2121,1,15.0,277,15.0
2122,5,54.0,277,14.3186
2109,10,368.0,276,87.2479
2123,6,386.0,278,153.04
2130,1,10.0,278,10.0
2124,7,1945.0,278,431.18
2120,8,46.0,277,12.0
2125,10,164.0,278,41.3
2110,6,253.0,276,90.05
2126,9,858.0,278,159.5
2128,8,170.0,278,22.04
2113,5,40.0,276,12.668
2131,5,20.0,279,6.6463
2132,10,188.0,279,39.7
2129,11,133.0,278,51.92
2133,6,442.0,279,188.42
2134,1,6.0,279,6.0
2138,12,37.0,279,14.57
2135,9,695.0,279,119.68
2139,6,543.0,280,184.5018
2140,7,2610.0,280,667.5
2136,7,1455.0,279,393.0
2142,1,2.0,280,2.0
2084,12,10.0,273,2.9
2137,11,106.0,279,26.15
2143,9,415.0,280,73.45
2085,1,12.0,273,12.0
2127,12,10.0,278,2.3
2086,10,350.0,274,95.7374
2087,6,253.0,274,124.3318
2088,12,28.0,274,8.63
2141,12,22.0,280,10.13
2089,9,1069.0,274,209.05
2090,7,3440.0,274,667.03
2091,8,85.0,274,11.02
2144,10,226.0,280,59.38
2145,5,40.0,280,13.2926
2146,10,140.0,281,36.37
2153,11,139.0,281,32.47
2154,6,899.0,282,294.21
2147,6,381.0,281,159.21
2148,8,125.0,281,43.01
2092,14,20.0,274,5.5
2093,1,65.0,274,65.0
2155,10,228.0,282,55.2282
2156,8,710.0,282,135.64
2157,9,2645.0,282,519.77
2094,11,47.0,274,18.72
2161,1,58.0,282,58.0
2149,7,2320.0,281,504.42
2158,7,7853.0,282,1676.71
2163,9,519.0,283,102.48
2150,9,605.0,281,104.84
2164,12,95.0,283,28.26
2151,12,6.0,281,3.68
2165,10,267.0,283,66.7674
2159,12,24.0,282,9.28
2162,5,135.0,282,35.7965
2166,7,11551.0,283,2687.06
2152,1,51.0,281,51.0
2160,11,242.0,282,64.39
2168,5,188.0,283,53.1456
2167,6,493.0,283,154.81
2169,8,1459.0,283,413.2
2171,1,31.0,283,31.0
2170,11,177.0,283,43.67
2172,10,279.0,284,62.66
2173,6,647.0,284,201.3718
2174,9,1002.0,284,180.43
2175,7,2828.0,284,705.39
2180,6,351.0,285,158.15
2181,9,1394.0,285,272.15
2176,8,215.0,284,57.0
2177,1,40.0,284,40.0
2182,10,142.0,285,32.7597
2183,7,968.0,285,265.82
2184,5,85.0,285,27.0
2185,11,37.0,285,18.33
2186,12,8.0,285,2.32
2178,12,39.0,284,12.0586
2187,7,1845.0,286,417.65
2188,6,575.0,286,184.47
2193,1,4.0,286,4.0
2189,12,16.0,286,5.35
2194,5,352.0,286,82.28
2190,9,830.0,286,155.37
2195,9,370.0,287,66.17
2196,12,74.0,287,25.91
2197,6,644.0,287,189.8618
2200,5,180.0,287,45.6
2198,7,1625.0,287,395.85
2201,8,100.0,287,35.01
2191,10,175.0,286,44.3097
2203,7,4740.0,288,941.44
2202,11,17.0,287,4.11
2204,6,351.0,288,158.65
2205,12,32.0,288,8.81
2199,10,151.0,287,34.9597
2207,11,90.0,288,20.0
2208,8,324.0,288,109.45
2209,10,98.0,288,22.59
2210,6,728.0,289,252.83
2192,11,125.0,286,34.21
2179,11,30.0,284,23.0
2216,11,318.0,289,81.43
2220,9,1382.0,290,262.56
2217,8,953.0,289,254.12
2211,7,7797.0,289,1641.77
2206,9,657.0,288,111.23
2212,12,72.0,289,22.28
2221,7,5969.0,290,1174.02
2222,10,153.0,290,28.02
2213,9,1503.0,289,249.94
2214,1,115.0,289,115.0
2215,5,390.0,289,82.2463
2218,14,20.0,289,4.0
2223,11,178.0,290,45.49
2224,12,37.0,290,11.59
2225,6,307.0,290,93.37
2227,5,250.0,290,57.0
2219,10,187.0,289,51.42
2228,1,5.0,290,5.0
2229,9,491.0,291,81.66
2230,10,210.0,291,49.8087
2231,8,20.0,291,5.26
2232,6,455.0,291,154.27
2233,7,1255.0,291,307.33
2226,14,10.0,290,5.0
2234,1,11.0,291,11.0
2235,11,22.0,291,6.83
2236,12,18.0,291,9.98
2237,9,602.0,292,110.8
2238,5,408.0,292,104.0163
2239,7,1410.0,292,291.18
2240,6,610.0,292,219.22
2241,10,100.0,292,27.98
2244,8,146.0,292,47.01
2245,7,3190.0,293,779.77
2246,6,558.0,293,160.68
2247,10,51.0,293,13.0
2253,9,830.0,294,152.5
2242,1,10.0,292,10.0
2248,12,12.0,293,3.35
2251,1,1.0,293,1.0
2254,10,105.0,294,23.8
2249,9,740.0,293,126.6
2255,6,271.0,294,114.01
2256,12,18.0,294,8.08
2243,12,27.0,292,8.28
2252,5,180.0,293,45.6
2258,14,20.0,294,5.5
2260,7,4900.0,295,981.91
2257,7,1150.0,294,274.79
2259,11,20.0,294,2.88
2261,9,933.0,295,156.35
2262,6,668.0,295,235.13
2263,11,201.0,295,53.96
2264,10,74.0,295,18.59
2250,11,41.0,293,13.15
2265,12,34.0,295,13.08
2266,5,85.0,295,27.0
2267,8,100.0,295,35.01
2269,11,136.0,296,42.19
2270,10,168.0,296,43.55
2268,1,22.0,295,22.0
2271,6,744.0,296,254.23
2272,12,73.0,296,28.01
2273,9,1911.0,296,351.25
2274,5,573.0,296,132.27
2275,7,6910.0,296,1385.85
2277,1,15.0,296,15.0
2276,8,640.0,296,197.57
2278,7,4988.0,297,1249.82
2279,6,553.0,297,162.6718
2280,12,100.0,297,34.02
2281,10,238.0,297,63.9897
2282,5,47.0,297,13.8056
2283,9,951.0,297,175.49
2284,11,64.0,297,16.31
2285,1,2.0,297,2.0
2286,10,253.0,298,68.09
2287,1,182.0,298,182.0
2288,7,1840.0,298,435.16
2289,6,324.0,298,169.49
2293,12,19.0,298,6.5
2294,11,77.0,298,16.99
2295,12,62.0,299,21.54
2296,10,75.0,299,19.33
2299,14,10.0,299,5.0
2300,9,377.0,299,69.47
2290,5,30.0,298,6.0
2291,9,1801.0,298,323.39
2301,11,20.0,299,5.0
2297,7,1910.0,299,448.44
2298,6,447.0,299,153.76
2292,8,100.0,298,35.01
2302,10,300.0,300,75.82
2303,6,373.0,300,153.4918
2304,7,1510.0,300,355.89
2305,9,574.0,300,103.36
2306,11,57.0,300,14.11
2308,12,27.0,300,6.62
2307,8,23.0,300,6.0
2309,5,180.0,300,45.6
2310,7,1398.0,301,319.24
2311,10,231.0,301,57.91
2312,6,235.0,301,105.12
2374,7,6057.0,310,1399.2795
2328,12,55.0,303,15.54
2329,6,270.0,303,103.75
2313,12,10.0,301,3.99
2364,10,144.0,308,30.8
2380,11,118.0,310,28.0173
2375,8,530.0,310,171.577
2314,9,332.0,301,58.52
2376,9,2292.0,310,411.869
2377,10,313.0,310,93.62
2378,5,30.0,310,6.0
2379,6,633.0,310,173.23
2330,11,170.0,303,44.2
2383,7,4385.0,311,940.66
2381,12,19.0,310,5.18
2331,5,20.0,303,6.6463
2384,9,1502.0,311,259.55
2385,5,133.0,311,39.8178
2388,10,281.0,311,68.13
2386,6,578.0,311,239.14
2387,1,21.0,311,21.0
2315,11,66.0,301,21.29
2316,1,5.0,301,5.0
2391,14,20.0,311,5.5
2365,7,2527.0,309,578.14
2366,10,195.0,309,53.38
2392,8,220.0,311,53.4
2367,11,62.0,309,14.71
2368,9,843.0,309,147.93
2369,12,61.0,309,17.5482
2393,6,286.0,312,94.31
2394,10,220.0,312,45.99
2370,6,312.0,309,151.39
2395,1,1.0,312,1.0
2396,7,1832.0,312,415.43
2332,8,200.0,303,70.02
2397,9,311.0,312,49.26
2371,8,46.0,309,12.0
2398,12,11.0,312,5.43
2382,1,172.0,310,172.0
2399,6,404.0,313,157.66
2400,10,122.0,313,30.88
2317,6,941.0,302,148.65
2318,11,151.0,302,26.93
2319,8,45.0,302,0.0
2320,7,4380.0,302,630.18
2321,9,1579.0,302,85.38
2401,14,20.0,313,5.5
2402,11,100.0,313,30.76
2333,1,0.0,303,0.0
2389,11,77.0,311,15.5
2322,12,22.0,302,2.9
2323,10,332.0,302,47.58
2403,7,1242.0,313,317.13
2372,1,13.0,309,13.0
2334,9,605.0,305,111.06
2335,1,5.0,305,5.0
2336,12,95.0,305,33.12
2337,7,1135.0,305,285.48
2338,6,455.0,305,168.24
2405,1,14.0,313,14.0
2339,10,137.0,305,35.39
2404,9,771.0,313,137.49
2390,12,61.0,311,20.24
2406,8,210.0,313,80.02
2408,8,274.0,314,59.16
2340,14,10.0,305,4.93
2324,1,2000.0,302,500.0
2417,6,433.0,315,153.95
2409,6,280.0,314,118.1979
2407,12,9.0,313,4.38
2410,7,1985.0,314,605.7003
2411,1,74.0,314,74.0
2416,14,10.0,314,4.93
2341,5,54.0,305,10.34
2412,10,133.0,314,36.794
2413,11,45.0,314,11.126
2423,8,85.0,315,11.02
2418,9,1174.0,315,212.5
2419,11,37.0,315,9.11
2420,10,71.0,315,16.75
2414,12,48.0,314,13.9233
2424,12,30.0,315,13.53
2421,1,2.0,315,2.0
2415,9,649.0,314,147.8034
2422,7,960.0,315,217.64
2342,11,66.0,305,27.43
2429,8,711.0,316,214.62
2430,1,4.0,316,4.0
2425,6,291.0,316,97.12
2373,5,190.0,309,30.0
2431,12,11.0,316,3.8
2426,9,961.0,316,154.18
2432,11,34.0,316,15.32
2427,10,108.0,316,28.05
2428,7,2265.0,316,571.9
2433,5,80.0,316,25.3356
2434,6,774.0,317,211.84
2435,10,380.0,317,88.32
2436,12,116.0,317,33.01
2437,7,7821.0,317,1844.929
2481,12,19.0,322,5.57
2438,5,297.0,317,59.8077
2482,9,696.0,322,120.96
2483,10,134.0,322,29.88
2484,5,112.0,322,24.68
2485,11,45.0,322,10.23
2486,1,122.0,322,122.0
2487,8,23.0,322,0.0
2439,11,106.0,317,26.5541
2488,6,702.0,323,127.95
2489,9,853.0,323,128.07
2490,7,3765.0,323,963.02
2496,11,104.0,323,29.39
2573,8,105.0,332,23.0
2440,9,1130.0,317,222.0235
2343,10,206.0,306,51.32
2325,10,109.0,303,26.8
2326,9,1431.0,303,252.58
2327,7,2882.0,303,575.81
2344,11,99.0,306,33.56
2345,6,512.0,306,142.7674
2346,1,3.0,306,3.0
2347,9,1379.0,306,232.35
2348,5,20.0,306,6.6463
2349,7,965.0,306,205.4384
2574,9,740.0,333,125.38
2491,10,478.0,323,114.9592
2575,6,309.0,333,80.6
2492,5,281.0,323,63.51
2350,12,46.0,306,19.14
2576,10,66.0,333,18.43
2441,8,470.0,317,101.5283
2577,7,600.0,333,90.73
2493,12,25.0,323,11.32
2494,1,429.0,323,427.0
2442,1,14.0,317,14.0
2578,12,27.0,333,10.5
2580,11,44.0,333,13.56
2579,8,210.0,333,46.0
2495,8,244.0,323,35.56
2581,5,40.0,333,12.6678
2582,10,68.0,334,17.39
2583,7,900.0,334,182.96
2351,8,22.0,306,7.42
2585,6,169.0,334,63.3
2584,9,1190.0,334,201.41
2497,6,825.0,324,280.07
2498,10,532.0,324,119.72
2499,9,1718.0,324,260.2234
2586,11,17.0,334,4.11
2500,7,5260.0,324,1349.5497
2587,12,13.0,334,5.76
2588,10,184.0,335,37.63
2589,9,980.0,335,164.15
2590,7,1175.0,335,226.2
2501,5,433.0,324,106.1271
2597,10,117.0,336,24.84
2598,6,283.0,336,90.1108
2591,6,201.0,335,89.4
2599,12,10.0,336,2.3
2502,1,38.0,324,38.0
2600,11,58.0,336,14.34
2603,6,391.0,337,137.45
2601,7,1723.0,337,266.43
2592,12,3.0,335,0.76
2602,9,425.0,337,70.85
2503,8,285.0,324,85.1102
2504,11,62.0,324,12.5161
2604,12,13.0,337,5.32
2605,10,47.0,337,11.49
2593,8,22.0,335,6.0
2606,11,44.0,337,12.53
2607,7,5020.0,338,967.49
2505,12,29.0,324,12.43
2594,11,44.0,335,13.83
2443,10,239.0,318,63.38
2444,9,1175.0,318,202.85
2445,12,49.0,318,19.8982
2446,1,15.0,318,15.0
2447,7,5180.0,318,1233.35
2448,6,296.0,318,91.21
2449,8,336.0,318,94.02
2352,9,898.0,307,153.16
2353,6,576.0,307,158.85
2354,7,1410.0,307,352.99
2355,12,62.0,307,16.37
2356,10,134.0,307,39.24
2357,11,122.0,307,29.61
2450,11,216.0,318,65.44
2451,5,81.0,318,21.4797
2452,14,40.0,318,11.0
2358,6,257.0,308,128.49
2359,7,1299.0,308,307.2717
2360,9,1401.0,308,257.1317
2361,11,139.0,308,35.0161
2362,8,100.0,308,35.1147
2363,12,30.0,308,13.98
2453,10,157.0,319,37.3692
2454,7,2730.0,319,685.26
2455,12,46.0,319,16.1
2456,11,122.0,319,32.98
2457,6,520.0,319,152.4222
2458,9,634.0,319,109.53
2506,9,1109.0,325,199.8
2507,1,4.0,325,4.0
2508,7,6480.0,325,1465.2
2595,7,1215.0,336,199.21
2509,6,495.0,325,147.74
2596,9,290.0,336,50.53
2608,9,1875.0,338,337.08
2609,6,504.0,338,191.9208
2610,12,31.0,338,8.13
2459,1,3.0,319,3.0
2611,1,129.0,338,129.0
2460,8,192.0,319,29.46
2803,7,2170.0,362,366.08
2804,10,229.0,362,62.4695
2612,10,384.0,338,87.27
2805,9,815.0,362,153.08
2613,5,238.0,338,42.8178
2870,7,5515.0,371,1235.34
2871,6,552.0,371,213.61
2806,6,257.0,362,74.12
2807,1,1.0,362,1.0
2872,9,1115.0,371,207.7
2873,10,317.0,371,79.3
2510,12,19.0,325,7.84
2511,10,91.0,325,28.65
2512,8,185.0,325,46.03
2874,12,73.0,371,22.03
2875,11,236.0,371,55.16
2513,11,58.0,325,16.44
2876,8,66.0,371,15.34
2877,1,59.0,371,59.0
2461,10,156.0,320,40.13
2884,9,1260.0,372,226.1
2462,6,386.0,320,147.92
2463,9,989.0,320,152.08
2464,1,11.0,320,11.0
2465,12,57.0,320,15.86
2885,8,256.0,372,54.67
2614,8,410.0,338,77.2
2466,7,780.0,320,175.29
2879,11,194.0,372,47.93
2878,5,113.0,371,33.17
2808,12,8.0,362,2.99
2467,8,254.0,320,86.95
2880,7,5940.0,372,1207.52
2881,10,398.0,372,105.9095
2886,12,50.0,372,19.75
2809,11,83.0,362,25.4
2882,6,923.0,372,204.76
2883,1,38.0,372,38.0
2887,10,348.0,373,67.52
2888,12,64.0,373,22.3182
2889,9,1510.0,373,280.41
2890,8,345.0,373,56.0
2891,7,5990.0,373,1001.67
2892,6,379.0,373,145.0808
2893,11,102.0,373,21.73
2894,1,28.0,373,28.0
2895,5,146.0,373,30.34
2897,6,441.0,374,122.95
2896,14,10.0,373,4.93
2898,9,1125.0,374,200.83
2899,10,323.0,374,76.4995
2468,11,22.0,320,6.83
2900,12,39.0,374,12.4782
2901,7,2125.0,374,373.77
2902,1,59.0,374,21.0
2961,6,542.0,382,211.5008
2903,8,454.0,374,92.03
2904,11,81.0,374,21.65
2962,10,209.0,382,54.67
2514,14,20.0,325,5.5
2615,14,30.0,338,10.5
2963,7,1893.0,382,242.14
2964,12,22.0,382,6.81
2965,9,775.0,382,123.41
2810,6,517.0,363,134.6
2811,12,25.0,363,9.58
2812,9,1005.0,363,192.13
2966,11,77.0,382,17.06
2813,10,172.0,363,35.32
2905,5,28.0,374,6.17
2967,1,25.0,382,25.0
2814,7,1490.0,363,283.53
2968,6,709.0,383,198.8708
2969,1,6.0,383,2.0
2970,9,1025.0,383,165.03
2971,12,85.0,383,26.68
2815,11,100.0,363,27.49
2515,5,90.0,325,18.0
2906,9,855.0,375,154.93
2907,6,344.0,375,102.68
2616,9,1695.0,339,317.28
2617,6,185.0,339,81.3108
2516,7,935.0,326,183.93
2517,10,130.0,326,28.61
2618,7,4680.0,339,816.47
2518,6,302.0,326,105.97
2469,7,1945.0,321,502.51
2470,9,923.0,321,149.24
2471,6,489.0,321,129.15
2519,12,27.0,326,9.06
2619,5,131.0,339,32.3177
2472,10,117.0,321,28.8392
2620,1,151.0,339,151.0
2473,11,88.0,321,27.09
2908,7,2410.0,375,367.94
2621,12,73.0,339,31.96
2520,11,22.0,326,6.83
2972,10,211.0,383,51.06
2622,11,103.0,339,20.43
2623,10,233.0,339,51.16
2474,8,189.0,321,53.01
2973,7,2275.0,383,408.02
2909,12,26.0,375,11.05
2976,9,930.0,384,149.96
2974,11,106.0,383,30.56
2977,11,150.0,384,34.61
2978,12,44.0,384,16.18
2475,12,25.0,321,5.47
2521,9,326.0,326,25.84
2979,6,539.0,384,187.5704
3026,7,1125.0,390,268.1974
2522,1,20.0,326,20.0
2980,7,1484.0,384,249.4
3027,11,40.0,390,11.7204
2910,10,216.0,375,49.41
2981,10,90.0,384,19.07
2476,1,12.0,321,12.0
2523,8,23.0,326,0.0
2624,8,210.0,339,46.0
3028,6,494.0,390,184.0577
2911,11,139.0,375,39.2
2975,8,60.0,383,18.51
2477,5,47.0,321,11.94
2816,1,9.0,363,9.0
2524,7,1493.0,327,322.25
2525,6,350.0,327,101.5
2526,12,30.0,327,11.86
2527,10,122.0,327,33.13
2478,14,10.0,321,4.93
2528,9,767.0,327,119.49
2912,1,54.0,375,54.0
2529,11,22.0,327,7.0
2479,7,2195.0,322,552.27
2480,6,359.0,322,132.19
2817,10,138.0,364,33.72
2818,9,800.0,364,151.21
2819,7,2006.0,364,438.81
2820,6,418.0,364,105.71
2821,12,47.0,364,13.3
2822,11,140.0,364,40.93
2530,10,122.0,328,39.25
2531,9,968.0,328,198.2196
2532,7,860.0,328,185.9364
2533,6,190.0,328,70.2322
2534,11,127.0,328,28.75
2535,12,1.0,328,1.23
2913,10,182.0,376,54.2671
2536,8,0.0,328,11.1828
2914,6,404.0,376,158.4687
2915,9,700.0,376,128.8987
2916,7,1630.0,376,402.165
2625,6,276.0,340,86.3
2626,9,595.0,340,90.6
2627,10,409.0,340,108.53
2628,12,29.0,340,9.81
2629,7,1735.0,340,315.85
2630,11,66.0,340,14.61
2537,9,708.0,329,110.41
2538,6,522.0,329,177.37
2539,10,144.0,329,31.83
2540,11,132.0,329,27.83
2541,7,2129.0,329,444.69
2542,1,18.0,329,18.0
2823,1,6.0,364,6.0
2543,8,170.0,329,22.04
2824,10,180.0,365,43.72
2825,11,63.0,365,20.05
2826,7,3265.0,365,611.92
2827,9,1835.0,365,341.43
2544,12,22.0,329,6.97
2828,6,485.0,365,119.2108
2631,5,112.0,340,24.68
2632,10,424.0,341,122.75
2633,11,123.0,341,30.1
2634,7,2513.0,341,497.5
2635,12,45.0,341,16.69
2636,9,1431.0,341,270.62
2545,14,20.0,329,5.5
2829,12,52.0,365,18.3882
2637,6,437.0,341,155.2408
2638,1,24.0,341,24.0
2546,5,28.0,329,6.17
2547,7,4959.0,330,978.89
2548,10,155.0,330,44.86
2549,9,962.0,330,145.8
2550,12,38.0,330,10.8
2551,11,132.0,330,34.92
2552,1,14.0,330,14.0
2830,8,22.0,365,4.67
2639,8,22.0,341,4.67
2831,1,6.0,365,6.0
2553,6,165.0,330,60.77
2640,10,171.0,342,43.49
2641,11,122.0,342,34.27
2554,6,643.0,331,215.8322
2555,7,5433.0,331,1132.4997
2556,10,317.0,331,78.9992
2557,9,1805.0,331,321.0518
2558,11,84.0,331,20.32
2559,12,61.0,331,17.7231
2642,12,34.0,342,15.24
2643,7,1343.0,342,282.46
2644,9,823.0,342,167.11
2645,6,350.0,342,129.54
2560,8,500.0,331,100.6156
2561,1,37.0,331,37.0
2562,14,20.0,331,4.0
2563,5,324.0,331,85.9188
2564,5,127.0,332,32.4555
2565,6,579.0,332,166.38
2566,9,1325.0,332,219.34
2567,7,4801.0,332,856.14
2568,10,305.0,332,64.4092
2646,5,28.0,342,6.17
2647,1,2.0,342,2.0
2648,11,227.0,343,59.41
2649,10,222.0,343,61.3495
2650,9,1250.0,343,231.04
2651,6,388.0,343,138.91
2569,14,30.0,332,9.0
2832,7,6824.0,366,1417.27
2833,9,1645.0,366,319.24
2834,10,312.0,366,79.09
2835,1,19.0,366,19.0
2570,11,626.0,332,124.28
2836,12,52.0,366,15.16
2917,1,5.0,376,43.0
2652,7,2689.0,343,462.13
2918,11,53.0,376,16.641
2837,8,826.0,366,155.54
2919,12,21.0,376,8.3801
2653,8,111.0,343,30.0
2838,6,669.0,366,177.5
2982,1,2.0,384,2.0
2983,8,210.0,384,46.0
2984,10,166.0,385,36.48
2985,11,151.0,385,37.14
2986,1,50.0,385,50.0
2571,1,6.0,332,6.0
2987,7,3928.0,385,624.05
2920,10,224.0,377,56.29
2654,12,19.0,343,7.5
2921,6,622.0,377,238.5708
2922,12,96.0,377,32.71
2923,9,875.0,377,151.26
2988,6,529.0,385,165.3102
2572,12,19.0,332,4.58
3029,10,137.0,390,28.6037
2924,7,2435.0,377,427.34
2989,12,98.0,385,28.73
3030,9,475.0,390,117.4252
2990,9,1106.0,385,197.88
3031,12,9.0,390,3.1671
3032,1,10.0,390,14.0
3033,10,230.0,391,57.08
3034,6,784.0,391,234.77
3035,7,3073.0,391,527.02
2925,8,174.0,377,41.0
3036,9,1040.0,391,173.42
3039,1,12.0,391,12.0
3040,8,220.0,391,53.0
3041,10,238.0,392,56.18
3042,7,4105.0,392,767.99
